stock_code,stock_name,stock_name_en,market,source_sector,source_industry,source_business_model,primary_peer_ticker,primary_peer_name,primary_peer_sector,primary_peer_industry,primary_peer_business_model,primary_peer_scale_bucket,similarity_score,confidence_score,confidence_level,financial_similarity_score,domain_match_level,financial_context,same_company_noise,matched_factors,headline,model_version,source
083350,동북아10호선박투자회사,동북아10호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",동북아10호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083360,동북아11호선박투자회사,동북아11호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",동북아11호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083370,동북아12호선박투자회사,동북아12호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",동북아12호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083380,동북아13호선박투자회사,동북아13호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",동북아13호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083390,동북아14호선박투자회사,동북아14호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",동북아14호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083420,그린케미칼,그린케미칼,KOSPI,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,EMN,Eastman Chemical,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,MID_CAP,0.7146,0.7146,MEDIUM,0.9996,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Specialty Chemicals. | Business model: both are mapped to Chemical and advanced materials manufacturing. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 21.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7146.",그린케미칼 Is South Korea's 'Eastman Chemical' — A Chemicals Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083450,GST,GST,KOSPI,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,BHE,Benchmark Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,MID_CAP,0.6948,0.6948,MEDIUM,0.9997,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: both are mapped to Semiconductor manufacturing or supply chain. | Scale: source=SMALL_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (SMALL_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 33.7% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6948.",GST Is South Korea's 'Benchmark Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083470,이엠앤아이,이엠앤아이,KOSPI,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,MEI,Methode Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.6047,0.6047,MEDIUM,0.9998,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: both are mapped to Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 57.6% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6047.",이엠앤아이 Is South Korea's 'Methode Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083500,에프엔에스테크,에프엔에스테크,KOSPI,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,KE,Kimball Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.6678,0.6678,MEDIUM,0.9995,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: both are mapped to Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 59.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6678.",에프엔에스테크 Is South Korea's 'Kimball Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083550,케이엠,케이엠,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,XRX,Xerox Holdings,Financials,Investment Holding Companies,Investment holding and portfolio management,SMALL_CAP,0.6466,0.6466,MEDIUM,0.9565,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 64.6% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6466.",케이엠 Is South Korea's 'Xerox Holdings' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083570,아시아퍼시픽10호선박투자회사,아시아퍼시픽10호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",아시아퍼시픽10호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083580,아시아퍼시픽11호선박투자회사,아시아퍼시픽11호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",아시아퍼시픽11호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083590,아시아퍼시픽12호선박투자회사,아시아퍼시픽12호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",아시아퍼시픽12호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083600,아시아퍼시픽13호선박투자회사,아시아퍼시픽13호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",아시아퍼시픽13호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083610,아시아퍼시픽14호선박투자회사,아시아퍼시픽14호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",아시아퍼시픽14호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083620,아시아퍼시픽15호선박투자회사,아시아퍼시픽15호선박투자회사,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,INGM,Ingram Micro Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,MID_CAP,0.4688,0.4688,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.4688.",아시아퍼시픽15호선박투자회사 Is South Korea's 'Ingram Micro Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083640,인콘,인콘,KOSPI,Information Technology,Semiconductors,Electrical equipment and components manufacturing,KE,Kimball Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.3721,0.3721,LOW,0.8053,industry,partial_direct_similarity,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: source=Electrical equipment and components manufacturing, peer=Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8053. | US peer-universe position: SMALL_CAP peer, around the top 59.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.3721.",인콘 Is South Korea's 'Kimball Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083650,비에이치아이,비에이치아이,KOSPI,Industrials,Battery and Energy Storage,Battery manufacturing and energy storage supply chain,TDG,Transdigm Group Incorporated,Industrials,Battery and Energy Storage,Battery manufacturing and energy storage supply chain,LARGE_CAP,0.7466,0.7466,HIGH,0.9996,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Industrials. | Industry: both are mapped to Battery and Energy Storage. | Business model: both are mapped to Battery manufacturing and energy storage supply chain. | Scale: source=SMALL_CAP, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (SMALL_CAP vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 4.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7466.",비에이치아이 Is South Korea's 'Transdigm Group Incorporated' — A Battery Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
083660,CSA 코스믹,CSA 코스믹,KOSPI,General Listed Equity,Listed Operating Company,Operating company,POM,POMDOCTOR,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1712,0.1712,LOW,0.9997,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9997. | US peer-universe position: MICRO_CAP peer, around the top 94.2% by market cap among eligible US peers. | Model similarity: blended peer score 0.1712.",CSA 코스믹 Is South Korea's 'POMDOCTOR' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
